stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
82,0.5,20.0,85.58676649996778,,85.5706997999805,85.58676649996778,86.06973809999181,86.06973809999181,86.08737919997657,86.36993709998205,86.50320469995495,right,20.0,1,1,0.4220668000052683,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
83,0.5,20.0,86.52070609998191,,86.50336819997756,86.52070609998191,87.00304099998903,87.00304099998903,87.0205019999994,87.30448259995319,87.32029529998545,right,20.0,0,0,0.3079711000318639,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
84,0.5,20.0,87.33600169996498,,87.32048459997168,87.33600169996498,87.82007169997087,87.82007169997087,87.83668409998063,,87.97122239996679,left,-20.0,0,0,0.14100549998693168,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
85,0.5,20.0,87.98642109998036,,87.97136239998508,87.98642109998036,88.48655199998757,88.48655199998757,88.48655199998757,88.78660910000326,89.05354079999961,right,20.0,1,1,0.5608849000418559,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
86,0.5,20.0,89.06948609999381,,89.05366789997788,89.06948609999381,89.55352539999876,89.55352539999876,89.57002519996604,,89.57056969997939,left,-20.0,0,0,0.0005432999460026622,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
87,0.5,20.0,89.58610179997049,,89.57079239998711,89.58610179997049,90.07030799996573,90.07030799996573,90.08714019996114,,90.28737669996917,right,20.0,1,1,0.20506539999041706,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
88,0.5,20.0,90.3029605000047,,90.28755680000177,90.3029605000047,90.78685259999475,90.78685259999475,90.8029410999734,,90.85417249996681,right,20.0,1,1,0.0527896000421606,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
89,0.5,20.0,90.87083909998182,,90.85433529998409,90.87083909998182,91.35345529997721,91.35345529997721,91.36975319997873,91.65422909997869,91.87025609996635,left,-20.0,0,0,0.5029685999616049,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
90,0.5,20.0,91.88615039997967,,91.87043459998677,91.88615039997967,92.3698647999554,92.3698647999554,92.38635260000592,92.66933669999707,92.85374549997505,right,20.0,1,1,0.4767697000061162,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
91,0.5,20.0,92.86936599999899,,92.85392819996923,92.86936599999899,93.35356719995616,93.35356719995616,93.37007129995618,93.6541317999945,94.45533419999992,left,-20.0,1,1,1.0999994999729097,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
92,0.5,20.0,94.4699333999888,,94.45561299996916,94.4699333999888,94.97069240000565,94.97069240000565,94.97069240000565,,95.10364159999881,left,-20.0,0,0,0.129249699995853,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
93,0.5,20.0,95.12019649997819,,95.1037789999973,95.12019649997819,95.6031921999529,95.6031921999529,95.61994099995354,,95.73681569995824,right,20.0,1,1,0.13291330001084134,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
94,0.5,20.0,95.75419579999289,,95.73694069997873,95.75419579999289,96.23706919996766,96.23706919996766,96.25349370000185,96.53761489997851,96.82021249999525,right,20.0,1,1,0.5682037999504246,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
95,0.5,20.0,96.83618079998996,,96.82034109998494,96.83618079998996,97.31975419999799,97.31975419999799,97.33651319995988,,97.42038099997444,left,-20.0,0,0,0.08596850000321865,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
96,0.5,20.0,97.4367457999615,,97.42051909997826,97.4367457999615,97.9193832000019,97.9193832000019,97.93754949996946,,97.95383869996294,right,20.0,1,1,0.018756499979645014,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
97,0.5,20.0,97.96976299997186,,97.95400789997075,97.96976299997186,98.45422049995977,98.45422049995977,98.46995499997865,98.77045369998086,98.9369615999749,left,-20.0,0,0,0.4689918999793008,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
98,0.5,20.0,98.95340870000655,,98.93722319998778,98.95340870000655,99.43685539998114,99.43685539998114,99.45409489999292,,99.52021699998295,left,-20.0,0,0,0.06884510000236332,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
99,0.5,20.0,99.53654599998845,,99.5203959000064,99.53654599998845,100.01951759995427,100.01951759995427,100.03721409995342,100.3199085999513,100.48703679995378,left,-20.0,0,0,0.4517657000105828,514307,001,2025-09-04_10h24.36.434,adaptive_staircase,,2025.1.1,59.72556102934177,2025-09-04 10h24.37.917184 +0530,
